"sex","region","year",Average monthly salary in the municipalities
"men","1278 Båstad","2007",23700
"men","1278 Båstad","2008",25300
"men","1278 Båstad","2009",25800
"men","1278 Båstad","2010",25900
"men","1278 Båstad","2011",26100
"men","1278 Båstad","2012",27100
"men","1278 Båstad","2013",27900
"men","1278 Båstad","2014",29000
"men","1278 Båstad","2015",29200
"men","1278 Båstad","2016",29700
"men","1278 Båstad","2017",30200
"men","1278 Båstad","2018",31700
"men","1278 Båstad","2019",31800
"men","1278 Båstad","2020",32600
"men","1280 Malmö","2007",23400
"men","1280 Malmö","2008",24500
"men","1280 Malmö","2009",25300
"men","1280 Malmö","2010",25100
"men","1280 Malmö","2011",25600
"men","1280 Malmö","2012",26100
"men","1280 Malmö","2013",27000
"men","1280 Malmö","2014",27600
"men","1280 Malmö","2015",28500
"men","1280 Malmö","2016",29000
"men","1280 Malmö","2017",30000
"men","1280 Malmö","2018",30800
"men","1280 Malmö","2019",31700
"men","1280 Malmö","2020",32400
"men","1281 Lund","2007",22700
"men","1281 Lund","2008",24000
"men","1281 Lund","2009",24700
"men","1281 Lund","2010",24900
"men","1281 Lund","2011",25400
"men","1281 Lund","2012",25600
"men","1281 Lund","2013",26600
"men","1281 Lund","2014",27200
"men","1281 Lund","2015",27900
"men","1281 Lund","2016",28600
"men","1281 Lund","2017",29300
"men","1281 Lund","2018",30300
"men","1281 Lund","2019",31100
"men","1281 Lund","2020",32000
"men","1282 Landskrona","2007",22800
"men","1282 Landskrona","2008",23900
"men","1282 Landskrona","2009",24600
"men","1282 Landskrona","2010",24900
"men","1282 Landskrona","2011",25700
"men","1282 Landskrona","2012",26300
"men","1282 Landskrona","2013",27200
"men","1282 Landskrona","2014",26900
"men","1282 Landskrona","2015",28600
"men","1282 Landskrona","2016",29200
"men","1282 Landskrona","2017",29600
"men","1282 Landskrona","2018",30000
"men","1282 Landskrona","2019",31600
"men","1282 Landskrona","2020",32100
"men","1283 Helsingborg","2007",23700
"men","1283 Helsingborg","2008",25300
"men","1283 Helsingborg","2009",26100
"men","1283 Helsingborg","2010",26700
"men","1283 Helsingborg","2011",27200
"men","1283 Helsingborg","2012",27700
"men","1283 Helsingborg","2013",28700
"men","1283 Helsingborg","2014",29600
"men","1283 Helsingborg","2015",29900
"men","1283 Helsingborg","2016",30900
"men","1283 Helsingborg","2017",32100
"men","1283 Helsingborg","2018",32800
"men","1283 Helsingborg","2019",33800
"men","1283 Helsingborg","2020",34600
"men","1284 Höganäs","2007",23400
"men","1284 Höganäs","2008",24700
"men","1284 Höganäs","2009",25500
"men","1284 Höganäs","2010",26000
"men","1284 Höganäs","2011",26500
"men","1284 Höganäs","2012",27300
"men","1284 Höganäs","2013",28000
"men","1284 Höganäs","2014",29000
"men","1284 Höganäs","2015",29800
"men","1284 Höganäs","2016",30700
"men","1284 Höganäs","2017",32500
"men","1284 Höganäs","2018",33700
"men","1284 Höganäs","2019",34400
"men","1284 Höganäs","2020",35700
"men","1285 Eslöv","2007",23100
"men","1285 Eslöv","2008",24200
"men","1285 Eslöv","2009",24800
"men","1285 Eslöv","2010",25300
"men","1285 Eslöv","2011",25700
"men","1285 Eslöv","2012",25800
"men","1285 Eslöv","2013",26700
"men","1285 Eslöv","2014",27700
"men","1285 Eslöv","2015",28300
"men","1285 Eslöv","2016",29100
"men","1285 Eslöv","2017",29800
"men","1285 Eslöv","2018",30800
"men","1285 Eslöv","2019",31300
"men","1285 Eslöv","2020",32000
"men","1286 Ystad","2007",23300
"men","1286 Ystad","2008",24600
"men","1286 Ystad","2009",25400
"men","1286 Ystad","2010",25900
"men","1286 Ystad","2011",25700
"men","1286 Ystad","2012",26800
"men","1286 Ystad","2013",27200
"men","1286 Ystad","2014",27900
"men","1286 Ystad","2015",28400
"men","1286 Ystad","2016",29800
"men","1286 Ystad","2017",30400
"men","1286 Ystad","2018",30900
"men","1286 Ystad","2019",31500
"men","1286 Ystad","2020",32000
"men","1287 Trelleborg","2007",23700
"men","1287 Trelleborg","2008",25100
"men","1287 Trelleborg","2009",25900
"men","1287 Trelleborg","2010",26300
"men","1287 Trelleborg","2011",26900
"men","1287 Trelleborg","2012",27500
"men","1287 Trelleborg","2013",28300
"men","1287 Trelleborg","2014",29200
"men","1287 Trelleborg","2015",29400
"men","1287 Trelleborg","2016",30400
"men","1287 Trelleborg","2017",31300
"men","1287 Trelleborg","2018",31800
"men","1287 Trelleborg","2019",32800
"men","1287 Trelleborg","2020",33400
"men","1290 Kristianstad","2007",23200
"men","1290 Kristianstad","2008",24400
"men","1290 Kristianstad","2009",25300
"men","1290 Kristianstad","2010",25700
"men","1290 Kristianstad","2011",26400
"men","1290 Kristianstad","2012",27000
"men","1290 Kristianstad","2013",27800
"men","1290 Kristianstad","2014",28700
"men","1290 Kristianstad","2015",29200
"men","1290 Kristianstad","2016",30100
"men","1290 Kristianstad","2017",30700
"men","1290 Kristianstad","2018",31500
"men","1290 Kristianstad","2019",32100
"men","1290 Kristianstad","2020",32900
"men","1291 Simrishamn","2007",23800
"men","1291 Simrishamn","2008",24500
"men","1291 Simrishamn","2009",25400
"men","1291 Simrishamn","2010",26300
"men","1291 Simrishamn","2011",26600
"men","1291 Simrishamn","2012",27000
"men","1291 Simrishamn","2013",27600
"men","1291 Simrishamn","2014",28500
"men","1291 Simrishamn","2015",29400
"men","1291 Simrishamn","2016",29600
"men","1291 Simrishamn","2017",30400
"men","1291 Simrishamn","2018",31700
"men","1291 Simrishamn","2019",31600
"men","1291 Simrishamn","2020",32600
"men","1292 Ängelholm","2007",22800
"men","1292 Ängelholm","2008",24100
"men","1292 Ängelholm","2009",25500
"men","1292 Ängelholm","2010",25600
"men","1292 Ängelholm","2011",26400
"men","1292 Ängelholm","2012",27300
"men","1292 Ängelholm","2013",28000
"men","1292 Ängelholm","2014",28700
"men","1292 Ängelholm","2015",29400
"men","1292 Ängelholm","2016",30200
"men","1292 Ängelholm","2017",30800
"men","1292 Ängelholm","2018",31600
"men","1292 Ängelholm","2019",32700
"men","1292 Ängelholm","2020",33200
"men","1293 Hässleholm","2007",23600
"men","1293 Hässleholm","2008",24700
"men","1293 Hässleholm","2009",25600
"men","1293 Hässleholm","2010",26200
"men","1293 Hässleholm","2011",27000
"men","1293 Hässleholm","2012",27300
"men","1293 Hässleholm","2013",28400
"men","1293 Hässleholm","2014",29300
"men","1293 Hässleholm","2015",29700
"men","1293 Hässleholm","2016",29900
"men","1293 Hässleholm","2017",30800
"men","1293 Hässleholm","2018",31600
"men","1293 Hässleholm","2019",32300
"men","1293 Hässleholm","2020",33200
"men","1315 Hylte","2007",23400
"men","1315 Hylte","2008",25000
"men","1315 Hylte","2009",26000
"men","1315 Hylte","2010",26000
"men","1315 Hylte","2011",26900
"men","1315 Hylte","2012",27600
"men","1315 Hylte","2013",28400
"men","1315 Hylte","2014",28300
"men","1315 Hylte","2015",29100
"men","1315 Hylte","2016",29900
"men","1315 Hylte","2017",30400
"men","1315 Hylte","2018",30500
"men","1315 Hylte","2019",31200
"men","1315 Hylte","2020",32100
"men","1380 Halmstad","2007",23900
"men","1380 Halmstad","2008",25200
"men","1380 Halmstad","2009",25900
"men","1380 Halmstad","2010",26500
"men","1380 Halmstad","2011",27000
"men","1380 Halmstad","2012",27900
"men","1380 Halmstad","2013",28800
"men","1380 Halmstad","2014",29500
"men","1380 Halmstad","2015",30000
"men","1380 Halmstad","2016",29900
"men","1380 Halmstad","2017",30900
"men","1380 Halmstad","2018",31800
"men","1380 Halmstad","2019",32600
"men","1380 Halmstad","2020",33200
"men","1381 Laholm","2007",24100
"men","1381 Laholm","2008",25000
"men","1381 Laholm","2009",25500
"men","1381 Laholm","2010",26200
"men","1381 Laholm","2011",26500
"men","1381 Laholm","2012",27000
"men","1381 Laholm","2013",28200
"men","1381 Laholm","2014",29400
"men","1381 Laholm","2015",29200
"men","1381 Laholm","2016",30300
"men","1381 Laholm","2017",30300
"men","1381 Laholm","2018",31300
"men","1381 Laholm","2019",31800
"men","1381 Laholm","2020",32900
"men","1382 Falkenberg","2007",23800
"men","1382 Falkenberg","2008",24800
"men","1382 Falkenberg","2009",25200
"men","1382 Falkenberg","2010",25800
"men","1382 Falkenberg","2011",26300
"men","1382 Falkenberg","2012",27500
"men","1382 Falkenberg","2013",28600
"men","1382 Falkenberg","2014",29300
"men","1382 Falkenberg","2015",29700
"men","1382 Falkenberg","2016",30600
"men","1382 Falkenberg","2017",31400
"men","1382 Falkenberg","2018",32000
"men","1382 Falkenberg","2019",33000
"men","1382 Falkenberg","2020",33400
"men","1383 Varberg","2007",23200
"men","1383 Varberg","2008",24800
"men","1383 Varberg","2009",25800
"men","1383 Varberg","2010",26100
"men","1383 Varberg","2011",26600
"men","1383 Varberg","2012",27100
"men","1383 Varberg","2013",28300
"men","1383 Varberg","2014",29600
"men","1383 Varberg","2015",30200
"men","1383 Varberg","2016",31600
"men","1383 Varberg","2017",32400
"men","1383 Varberg","2018",33100
"men","1383 Varberg","2019",34000
"men","1383 Varberg","2020",34200
"men","1384 Kungsbacka","2007",24100
"men","1384 Kungsbacka","2008",25100
"men","1384 Kungsbacka","2009",25900
"men","1384 Kungsbacka","2010",26300
"men","1384 Kungsbacka","2011",26800
"men","1384 Kungsbacka","2012",27400
"men","1384 Kungsbacka","2013",27900
"men","1384 Kungsbacka","2014",28500
"men","1384 Kungsbacka","2015",29100
"men","1384 Kungsbacka","2016",30100
"men","1384 Kungsbacka","2017",30900
"men","1384 Kungsbacka","2018",31400
"men","1384 Kungsbacka","2019",32300
"men","1384 Kungsbacka","2020",33000
"men","1401 Härryda","2007",24100
"men","1401 Härryda","2008",24900
"men","1401 Härryda","2009",25600
"men","1401 Härryda","2010",25700
"men","1401 Härryda","2011",26500
"men","1401 Härryda","2012",27200
"men","1401 Härryda","2013",28200
"men","1401 Härryda","2014",29000
"men","1401 Härryda","2015",29500
"men","1401 Härryda","2016",30400
"men","1401 Härryda","2017",31200
"men","1401 Härryda","2018",32400
"men","1401 Härryda","2019",33600
"men","1401 Härryda","2020",34200
"men","1402 Partille","2007",23800
"men","1402 Partille","2008",25100
"men","1402 Partille","2009",25500
"men","1402 Partille","2010",25900
"men","1402 Partille","2011",26100
"men","1402 Partille","2012",26400
"men","1402 Partille","2013",27600
"men","1402 Partille","2014",27900
"men","1402 Partille","2015",29100
"men","1402 Partille","2016",30000
"men","1402 Partille","2017",31000
"men","1402 Partille","2018",31900
"men","1402 Partille","2019",32300
"men","1402 Partille","2020",33100
"men","1407 Öckerö","2007",25300
"men","1407 Öckerö","2008",26900
"men","1407 Öckerö","2009",27000
"men","1407 Öckerö","2010",27800
"men","1407 Öckerö","2011",27600
"men","1407 Öckerö","2012",29000
"men","1407 Öckerö","2013",29600
"men","1407 Öckerö","2014",30100
"men","1407 Öckerö","2015",30900
"men","1407 Öckerö","2016",30500
"men","1407 Öckerö","2017",31700
"men","1407 Öckerö","2018",32500
"men","1407 Öckerö","2019",33500
"men","1407 Öckerö","2020",33900
"men","1415 Stenungsund","2007",24800
"men","1415 Stenungsund","2008",25700
"men","1415 Stenungsund","2009",25900
"men","1415 Stenungsund","2010",26100
"men","1415 Stenungsund","2011",26600
"men","1415 Stenungsund","2012",26400
"men","1415 Stenungsund","2013",28000
"men","1415 Stenungsund","2014",28200
"men","1415 Stenungsund","2015",29100
"men","1415 Stenungsund","2016",29900
"men","1415 Stenungsund","2017",31200
"men","1415 Stenungsund","2018",32500
"men","1415 Stenungsund","2019",33100
"men","1415 Stenungsund","2020",34200
"men","1419 Tjörn","2007",24900
"men","1419 Tjörn","2008",26300
"men","1419 Tjörn","2009",26800
"men","1419 Tjörn","2010",27100
"men","1419 Tjörn","2011",28200
"men","1419 Tjörn","2012",28100
"men","1419 Tjörn","2013",30000
"men","1419 Tjörn","2014",29900
"men","1419 Tjörn","2015",29800
"men","1419 Tjörn","2016",30700
"men","1419 Tjörn","2017",30600
"men","1419 Tjörn","2018",31700
"men","1419 Tjörn","2019",32300
"men","1419 Tjörn","2020",33100
"men","1421 Orust","2007",23800
"men","1421 Orust","2008",25000
"men","1421 Orust","2009",25700
"men","1421 Orust","2010",26500
"men","1421 Orust","2011",26500
"men","1421 Orust","2012",28000
"men","1421 Orust","2013",28400
"men","1421 Orust","2014",29200
"men","1421 Orust","2015",29900
"men","1421 Orust","2016",30000
"men","1421 Orust","2017",31200
"men","1421 Orust","2018",32000
"men","1421 Orust","2019",32700
"men","1421 Orust","2020",33500
"men","1427 Sotenäs","2007",24200
"men","1427 Sotenäs","2008",25100
"men","1427 Sotenäs","2009",26000
"men","1427 Sotenäs","2010",26400
"men","1427 Sotenäs","2011",27000
"men","1427 Sotenäs","2012",27500
"men","1427 Sotenäs","2013",27900
"men","1427 Sotenäs","2014",29100
"men","1427 Sotenäs","2015",29600
"men","1427 Sotenäs","2016",30200
"men","1427 Sotenäs","2017",31900
"men","1427 Sotenäs","2018",32200
"men","1427 Sotenäs","2019",32200
"men","1427 Sotenäs","2020",33700
"men","1430 Munkedal","2007",24200
"men","1430 Munkedal","2008",25600
"men","1430 Munkedal","2009",26600
"men","1430 Munkedal","2010",26900
"men","1430 Munkedal","2011",26900
"men","1430 Munkedal","2012",27600
"men","1430 Munkedal","2013",28300
"men","1430 Munkedal","2014",28300
"men","1430 Munkedal","2015",28600
"men","1430 Munkedal","2016",29200
"men","1430 Munkedal","2017",30000
"men","1430 Munkedal","2018",30700
"men","1430 Munkedal","2019",31400
"men","1430 Munkedal","2020",32700
"men","1435 Tanum","2007",23900
"men","1435 Tanum","2008",25000
"men","1435 Tanum","2009",26000
"men","1435 Tanum","2010",26200
"men","1435 Tanum","2011",26600
"men","1435 Tanum","2012",27500
"men","1435 Tanum","2013",28200
"men","1435 Tanum","2014",29300
"men","1435 Tanum","2015",29900
"men","1435 Tanum","2016",30500
"men","1435 Tanum","2017",31300
"men","1435 Tanum","2018",31100
"men","1435 Tanum","2019",32000
"men","1435 Tanum","2020",32200
"men","1438 Dals-Ed","2007",24000
"men","1438 Dals-Ed","2008",25100
"men","1438 Dals-Ed","2009",25400
"men","1438 Dals-Ed","2010",26000
"men","1438 Dals-Ed","2011",26300
"men","1438 Dals-Ed","2012",26300
"men","1438 Dals-Ed","2013",27000
"men","1438 Dals-Ed","2014",28100
"men","1438 Dals-Ed","2015",29200
"men","1438 Dals-Ed","2016",29500
"men","1438 Dals-Ed","2017",30500
"men","1438 Dals-Ed","2018",30700
"men","1438 Dals-Ed","2019",31700
"men","1438 Dals-Ed","2020",32400
"men","1439 Färgelanda","2007",24400
"men","1439 Färgelanda","2008",25300
"men","1439 Färgelanda","2009",25800
"men","1439 Färgelanda","2010",26200
"men","1439 Färgelanda","2011",26800
"men","1439 Färgelanda","2012",27300
"men","1439 Färgelanda","2013",28000
"men","1439 Färgelanda","2014",28600
"men","1439 Färgelanda","2015",29500
"men","1439 Färgelanda","2016",30000
"men","1439 Färgelanda","2017",31600
"men","1439 Färgelanda","2018",32700
"men","1439 Färgelanda","2019",32200
"men","1439 Färgelanda","2020",33100
"men","1440 Ale","2007",24400
"men","1440 Ale","2008",25600
"men","1440 Ale","2009",26200
"men","1440 Ale","2010",26500
"men","1440 Ale","2011",27100
"men","1440 Ale","2012",26800
"men","1440 Ale","2013",27700
"men","1440 Ale","2014",28100
"men","1440 Ale","2015",29300
"men","1440 Ale","2016",29600
"men","1440 Ale","2017",31200
"men","1440 Ale","2018",31700
"men","1440 Ale","2019",32700
"men","1440 Ale","2020",33100
"men","1441 Lerum","2007",23800
"men","1441 Lerum","2008",25400
"men","1441 Lerum","2009",26300
"men","1441 Lerum","2010",25900
"men","1441 Lerum","2011",26400
"men","1441 Lerum","2012",27000
"men","1441 Lerum","2013",27300
"men","1441 Lerum","2014",28100
"men","1441 Lerum","2015",28800
"men","1441 Lerum","2016",30200
"men","1441 Lerum","2017",31500
"men","1441 Lerum","2018",32600
"men","1441 Lerum","2019",33200
"men","1441 Lerum","2020",34100
"men","1442 Vårgårda","2007",23100
"men","1442 Vårgårda","2008",24500
"men","1442 Vårgårda","2009",23900
"men","1442 Vårgårda","2010",24000
"men","1442 Vårgårda","2011",25600
"men","1442 Vårgårda","2012",26500
"men","1442 Vårgårda","2013",27600
"men","1442 Vårgårda","2014",28400
"men","1442 Vårgårda","2015",29500
"men","1442 Vårgårda","2016",29600
"men","1442 Vårgårda","2017",31600
"men","1442 Vårgårda","2018",32300
"men","1442 Vårgårda","2019",32300
"men","1442 Vårgårda","2020",33100
"men","1443 Bollebygd","2007",23500
"men","1443 Bollebygd","2008",25700
"men","1443 Bollebygd","2009",26600
"men","1443 Bollebygd","2010",26500
"men","1443 Bollebygd","2011",26900
"men","1443 Bollebygd","2012",27200
"men","1443 Bollebygd","2013",27300
"men","1443 Bollebygd","2014",28500
"men","1443 Bollebygd","2015",29000
"men","1443 Bollebygd","2016",29800
"men","1443 Bollebygd","2017",30200
"men","1443 Bollebygd","2018",30600
"men","1443 Bollebygd","2019",31200
"men","1443 Bollebygd","2020",32000
"men","1444 Grästorp","2007",23800
"men","1444 Grästorp","2008",24800
"men","1444 Grästorp","2009",25600
"men","1444 Grästorp","2010",25700
"men","1444 Grästorp","2011",25800
"men","1444 Grästorp","2012",26300
"men","1444 Grästorp","2013",27300
"men","1444 Grästorp","2014",28400
"men","1444 Grästorp","2015",28700
"men","1444 Grästorp","2016",29700
"men","1444 Grästorp","2017",29800
"men","1444 Grästorp","2018",30900
"men","1444 Grästorp","2019",31100
"men","1444 Grästorp","2020",32500
"men","1445 Essunga","2007",24400
"men","1445 Essunga","2008",25800
"men","1445 Essunga","2009",24500
"men","1445 Essunga","2010",25300
"men","1445 Essunga","2011",25400
"men","1445 Essunga","2012",27500
"men","1445 Essunga","2013",27800
"men","1445 Essunga","2014",28700
"men","1445 Essunga","2015",28700
"men","1445 Essunga","2016",29800
"men","1445 Essunga","2017",31100
"men","1445 Essunga","2018",32500
"men","1445 Essunga","2019",31700
"men","1445 Essunga","2020",32500
"men","1446 Karlsborg","2007",23100
"men","1446 Karlsborg","2008",24300
"men","1446 Karlsborg","2009",23800
"men","1446 Karlsborg","2010",25800
"men","1446 Karlsborg","2011",25900
"men","1446 Karlsborg","2012",27200
"men","1446 Karlsborg","2013",27200
"men","1446 Karlsborg","2014",27900
"men","1446 Karlsborg","2015",27900
"men","1446 Karlsborg","2016",28300
"men","1446 Karlsborg","2017",29800
"men","1446 Karlsborg","2018",30700
"men","1446 Karlsborg","2019",30900
"men","1446 Karlsborg","2020",32500
"men","1447 Gullspång","2007",24200
"men","1447 Gullspång","2008",26100
"men","1447 Gullspång","2009",25800
"men","1447 Gullspång","2010",25500
"men","1447 Gullspång","2011",26400
"men","1447 Gullspång","2012",26700
"men","1447 Gullspång","2013",26600
"men","1447 Gullspång","2014",27400
"men","1447 Gullspång","2015",27300
"men","1447 Gullspång","2016",27400
"men","1447 Gullspång","2017",28700
"men","1447 Gullspång","2018",29100
"men","1447 Gullspång","2019",30400
"men","1447 Gullspång","2020",32000
"men","1452 Tranemo","2007",24600
"men","1452 Tranemo","2008",26000
"men","1452 Tranemo","2009",26400
"men","1452 Tranemo","2010",26900
"men","1452 Tranemo","2011",27700
"men","1452 Tranemo","2012",28200
"men","1452 Tranemo","2013",27900
"men","1452 Tranemo","2014",29200
"men","1452 Tranemo","2015",29800
"men","1452 Tranemo","2016",30800
"men","1452 Tranemo","2017",31400
"men","1452 Tranemo","2018",32400
"men","1452 Tranemo","2019",33000
"men","1452 Tranemo","2020",34600
"men","1460 Bengtsfors","2007",23200
"men","1460 Bengtsfors","2008",24300
"men","1460 Bengtsfors","2009",24700
"men","1460 Bengtsfors","2010",24300
"men","1460 Bengtsfors","2011",24900
"men","1460 Bengtsfors","2012",27600
"men","1460 Bengtsfors","2013",28100
"men","1460 Bengtsfors","2014",28900
"men","1460 Bengtsfors","2015",28400
"men","1460 Bengtsfors","2016",28900
"men","1460 Bengtsfors","2017",29700
"men","1460 Bengtsfors","2018",30000
"men","1460 Bengtsfors","2019",31400
"men","1460 Bengtsfors","2020",31300
"men","1461 Mellerud","2007",25400
"men","1461 Mellerud","2008",25800
"men","1461 Mellerud","2009",26800
"men","1461 Mellerud","2010",25100
"men","1461 Mellerud","2011",26500
"men","1461 Mellerud","2012",27300
"men","1461 Mellerud","2013",27400
"men","1461 Mellerud","2014",27600
"men","1461 Mellerud","2015",28400
"men","1461 Mellerud","2016",29200
"men","1461 Mellerud","2017",29600
"men","1461 Mellerud","2018",29900
"men","1461 Mellerud","2019",30500
"men","1461 Mellerud","2020",30800
"men","1462 Lilla Edet","2007",23900
"men","1462 Lilla Edet","2008",25500
"men","1462 Lilla Edet","2009",25700
"men","1462 Lilla Edet","2010",26400
"men","1462 Lilla Edet","2011",26800
"men","1462 Lilla Edet","2012",27800
"men","1462 Lilla Edet","2013",27100
"men","1462 Lilla Edet","2014",27600
"men","1462 Lilla Edet","2015",28300
"men","1462 Lilla Edet","2016",28900
"men","1462 Lilla Edet","2017",30000
"men","1462 Lilla Edet","2018",31700
"men","1462 Lilla Edet","2019",32000
"men","1462 Lilla Edet","2020",33400
"men","1463 Mark","2007",23100
"men","1463 Mark","2008",24200
"men","1463 Mark","2009",25100
"men","1463 Mark","2010",25100
"men","1463 Mark","2011",26100
"men","1463 Mark","2012",26400
"men","1463 Mark","2013",26900
"men","1463 Mark","2014",27500
"men","1463 Mark","2015",28100
"men","1463 Mark","2016",28600
"men","1463 Mark","2017",29500
"men","1463 Mark","2018",30300
"men","1463 Mark","2019",30900
"men","1463 Mark","2020",31400
"men","1465 Svenljunga","2007",23700
"men","1465 Svenljunga","2008",25100
"men","1465 Svenljunga","2009",25700
"men","1465 Svenljunga","2010",26200
"men","1465 Svenljunga","2011",26200
"men","1465 Svenljunga","2012",27400
"men","1465 Svenljunga","2013",28100
"men","1465 Svenljunga","2014",29800
"men","1465 Svenljunga","2015",29700
"men","1465 Svenljunga","2016",30300
"men","1465 Svenljunga","2017",30900
"men","1465 Svenljunga","2018",32400
"men","1465 Svenljunga","2019",32900
"men","1465 Svenljunga","2020",33400
"men","1466 Herrljunga","2007",24000
"men","1466 Herrljunga","2008",24900
"men","1466 Herrljunga","2009",25800
"men","1466 Herrljunga","2010",26400
"men","1466 Herrljunga","2011",25500
"men","1466 Herrljunga","2012",26400
"men","1466 Herrljunga","2013",27600
"men","1466 Herrljunga","2014",27600
"men","1466 Herrljunga","2015",28500
"men","1466 Herrljunga","2016",29400
"men","1466 Herrljunga","2017",29500
"men","1466 Herrljunga","2018",29800
"men","1466 Herrljunga","2019",30400
"men","1466 Herrljunga","2020",30600
"men","1470 Vara","2007",23600
"men","1470 Vara","2008",24600
"men","1470 Vara","2009",25500
"men","1470 Vara","2010",25900
"men","1470 Vara","2011",26400
"men","1470 Vara","2012",27200
"men","1470 Vara","2013",26900
"men","1470 Vara","2014",27700
"men","1470 Vara","2015",27800
"men","1470 Vara","2016",29400
"men","1470 Vara","2017",29900
"men","1470 Vara","2018",31500
"men","1470 Vara","2019",32800
"men","1470 Vara","2020",33600
"men","1471 Götene","2007",22800
"men","1471 Götene","2008",23900
"men","1471 Götene","2009",24500
"men","1471 Götene","2010",25200
"men","1471 Götene","2011",26200
"men","1471 Götene","2012",25700
"men","1471 Götene","2013",26400
"men","1471 Götene","2014",27400
"men","1471 Götene","2015",28000
"men","1471 Götene","2016",28600
"men","1471 Götene","2017",30000
"men","1471 Götene","2018",30800
"men","1471 Götene","2019",30700
"men","1471 Götene","2020",31700
"men","1472 Tibro","2007",24500
"men","1472 Tibro","2008",25600
"men","1472 Tibro","2009",26000
"men","1472 Tibro","2010",26600
"men","1472 Tibro","2011",27100
"men","1472 Tibro","2012",28000
"men","1472 Tibro","2013",28400
"men","1472 Tibro","2014",29300
"men","1472 Tibro","2015",29100
"men","1472 Tibro","2016",30000
"men","1472 Tibro","2017",31000
"men","1472 Tibro","2018",31400
"men","1472 Tibro","2019",32600
"men","1472 Tibro","2020",32400
"men","1473 Töreboda","2007",23200
"men","1473 Töreboda","2008",24900
"men","1473 Töreboda","2009",24900
"men","1473 Töreboda","2010",25500
"men","1473 Töreboda","2011",25800
"men","1473 Töreboda","2012",27400
"men","1473 Töreboda","2013",28100
"men","1473 Töreboda","2014",28100
"men","1473 Töreboda","2015",28700
"men","1473 Töreboda","2016",29700
"men","1473 Töreboda","2017",29900
"men","1473 Töreboda","2018",30200
"men","1473 Töreboda","2019",31500
"men","1473 Töreboda","2020",31700
"men","1480 Göteborg","2007",23500
"men","1480 Göteborg","2008",24200
"men","1480 Göteborg","2009",25700
"men","1480 Göteborg","2010",25800
"men","1480 Göteborg","2011",26500
"men","1480 Göteborg","2012",27000
"men","1480 Göteborg","2013",27900
"men","1480 Göteborg","2014",28700
"men","1480 Göteborg","2015",29100
"men","1480 Göteborg","2016",30000
"men","1480 Göteborg","2017",31000
"men","1480 Göteborg","2018",31600
"men","1480 Göteborg","2019",32800
"men","1480 Göteborg","2020",33600
"men","1481 Mölndal","2007",23700
"men","1481 Mölndal","2008",24900
"men","1481 Mölndal","2009",25600
"men","1481 Mölndal","2010",25700
"men","1481 Mölndal","2011",26000
"men","1481 Mölndal","2012",27000
"men","1481 Mölndal","2013",27200
"men","1481 Mölndal","2014",28100
"men","1481 Mölndal","2015",28700
"men","1481 Mölndal","2016",29700
"men","1481 Mölndal","2017",30600
"men","1481 Mölndal","2018",31300
"men","1481 Mölndal","2019",32100
"men","1481 Mölndal","2020",32500
"men","1482 Kungälv","2007",24100
"men","1482 Kungälv","2008",25500
"men","1482 Kungälv","2009",25900
"men","1482 Kungälv","2010",26000
"men","1482 Kungälv","2011",26800
"men","1482 Kungälv","2012",27500
"men","1482 Kungälv","2013",28000
"men","1482 Kungälv","2014",29200
"men","1482 Kungälv","2015",29800
"men","1482 Kungälv","2016",30700
"men","1482 Kungälv","2017",31800
"men","1482 Kungälv","2018",32700
"men","1482 Kungälv","2019",33200
"men","1482 Kungälv","2020",33500
"men","1484 Lysekil","2007",23300
"men","1484 Lysekil","2008",25100
"men","1484 Lysekil","2009",25900
"men","1484 Lysekil","2010",25900
"men","1484 Lysekil","2011",26400
"men","1484 Lysekil","2012",26900
"men","1484 Lysekil","2013",27900
"men","1484 Lysekil","2014",28500
"men","1484 Lysekil","2015",28700
"men","1484 Lysekil","2016",29100
"men","1484 Lysekil","2017",29300
"men","1484 Lysekil","2018",30700
"men","1484 Lysekil","2019",31700
"men","1484 Lysekil","2020",32500
"men","1485 Uddevalla","2007",23100
"men","1485 Uddevalla","2008",24400
"men","1485 Uddevalla","2009",25400
"men","1485 Uddevalla","2010",25900
"men","1485 Uddevalla","2011",26600
"men","1485 Uddevalla","2012",27200
"men","1485 Uddevalla","2013",28000
"men","1485 Uddevalla","2014",28800
"men","1485 Uddevalla","2015",29100
"men","1485 Uddevalla","2016",29700
"men","1485 Uddevalla","2017",30400
"men","1485 Uddevalla","2018",31000
"men","1485 Uddevalla","2019",32200
"men","1485 Uddevalla","2020",32500
"men","1486 Strömstad","2007",24700
"men","1486 Strömstad","2008",25900
"men","1486 Strömstad","2009",26500
"men","1486 Strömstad","2010",27100
"men","1486 Strömstad","2011",27600
"men","1486 Strömstad","2012",28000
"men","1486 Strömstad","2013",28400
"men","1486 Strömstad","2014",28500
"men","1486 Strömstad","2015",29600
"men","1486 Strömstad","2016",29900
"men","1486 Strömstad","2017",31400
"men","1486 Strömstad","2018",31600
"men","1486 Strömstad","2019",32500
"men","1486 Strömstad","2020",33000
"men","1487 Vänersborg","2007",22900
"men","1487 Vänersborg","2008",24000
"men","1487 Vänersborg","2009",24500
"men","1487 Vänersborg","2010",24700
"men","1487 Vänersborg","2011",25100
"men","1487 Vänersborg","2012",26100
