"sex","region","year",Average monthly salary in the municipalities
"total","2081 Borlänge","2009",23400
"total","2081 Borlänge","2010",23700
"total","2081 Borlänge","2011",24300
"total","2081 Borlänge","2012",24900
"total","2081 Borlänge","2013",25500
"total","2081 Borlänge","2014",26100
"total","2081 Borlänge","2015",26600
"total","2081 Borlänge","2016",27400
"total","2081 Borlänge","2017",28100
"total","2081 Borlänge","2018",28700
"total","2081 Borlänge","2019",29300
"total","2081 Borlänge","2020",30300
"total","2082 Säter","2007",20600
"total","2082 Säter","2008",22100
"total","2082 Säter","2009",23100
"total","2082 Säter","2010",23500
"total","2082 Säter","2011",23900
"total","2082 Säter","2012",24500
"total","2082 Säter","2013",25300
"total","2082 Säter","2014",26100
"total","2082 Säter","2015",26700
"total","2082 Säter","2016",27700
"total","2082 Säter","2017",28700
"total","2082 Säter","2018",29100
"total","2082 Säter","2019",29700
"total","2082 Säter","2020",30600
"total","2083 Hedemora","2007",21100
"total","2083 Hedemora","2008",22600
"total","2083 Hedemora","2009",23300
"total","2083 Hedemora","2010",23700
"total","2083 Hedemora","2011",24400
"total","2083 Hedemora","2012",24900
"total","2083 Hedemora","2013",25600
"total","2083 Hedemora","2014",26300
"total","2083 Hedemora","2015",27100
"total","2083 Hedemora","2016",28200
"total","2083 Hedemora","2017",28400
"total","2083 Hedemora","2018",29000
"total","2083 Hedemora","2019",29700
"total","2083 Hedemora","2020",30300
"total","2084 Avesta","2007",21900
"total","2084 Avesta","2008",23500
"total","2084 Avesta","2009",24200
"total","2084 Avesta","2010",24600
"total","2084 Avesta","2011",25200
"total","2084 Avesta","2012",25200
"total","2084 Avesta","2013",25900
"total","2084 Avesta","2014",26600
"total","2084 Avesta","2015",26900
"total","2084 Avesta","2016",27500
"total","2084 Avesta","2017",28000
"total","2084 Avesta","2018",28800
"total","2084 Avesta","2019",29400
"total","2084 Avesta","2020",30100
"total","2085 Ludvika","2007",20700
"total","2085 Ludvika","2008",22100
"total","2085 Ludvika","2009",23200
"total","2085 Ludvika","2010",24000
"total","2085 Ludvika","2011",24000
"total","2085 Ludvika","2012",24400
"total","2085 Ludvika","2013",25500
"total","2085 Ludvika","2014",26200
"total","2085 Ludvika","2015",27100
"total","2085 Ludvika","2016",27500
"total","2085 Ludvika","2017",28100
"total","2085 Ludvika","2018",28700
"total","2085 Ludvika","2019",29400
"total","2085 Ludvika","2020",30200
"total","2101 Ockelbo","2007",20100
"total","2101 Ockelbo","2008",21200
"total","2101 Ockelbo","2009",21900
"total","2101 Ockelbo","2010",22600
"total","2101 Ockelbo","2011",22700
"total","2101 Ockelbo","2012",23300
"total","2101 Ockelbo","2013",24300
"total","2101 Ockelbo","2014",25200
"total","2101 Ockelbo","2015",25900
"total","2101 Ockelbo","2016",26900
"total","2101 Ockelbo","2017",27600
"total","2101 Ockelbo","2018",28300
"total","2101 Ockelbo","2019",29400
"total","2101 Ockelbo","2020",30300
"total","2104 Hofors","2007",20400
"total","2104 Hofors","2008",21700
"total","2104 Hofors","2009",22300
"total","2104 Hofors","2010",22900
"total","2104 Hofors","2011",23200
"total","2104 Hofors","2012",23800
"total","2104 Hofors","2013",25000
"total","2104 Hofors","2014",25800
"total","2104 Hofors","2015",26300
"total","2104 Hofors","2016",27100
"total","2104 Hofors","2017",27800
"total","2104 Hofors","2018",28100
"total","2104 Hofors","2019",28900
"total","2104 Hofors","2020",29400
"total","2121 Ovanåker","2007",21000
"total","2121 Ovanåker","2008",22200
"total","2121 Ovanåker","2009",23000
"total","2121 Ovanåker","2010",24600
"total","2121 Ovanåker","2011",25000
"total","2121 Ovanåker","2012",25500
"total","2121 Ovanåker","2013",26400
"total","2121 Ovanåker","2014",26800
"total","2121 Ovanåker","2015",27400
"total","2121 Ovanåker","2016",28300
"total","2121 Ovanåker","2017",29200
"total","2121 Ovanåker","2018",29800
"total","2121 Ovanåker","2019",30400
"total","2121 Ovanåker","2020",30900
"total","2132 Nordanstig","2007",20500
"total","2132 Nordanstig","2008",21900
"total","2132 Nordanstig","2009",22800
"total","2132 Nordanstig","2010",23600
"total","2132 Nordanstig","2011",24000
"total","2132 Nordanstig","2012",24300
"total","2132 Nordanstig","2013",25200
"total","2132 Nordanstig","2014",25700
"total","2132 Nordanstig","2015",26100
"total","2132 Nordanstig","2016",28400
"total","2132 Nordanstig","2017",27700
"total","2132 Nordanstig","2018",28600
"total","2132 Nordanstig","2019",29600
"total","2132 Nordanstig","2020",30500
"total","2161 Ljusdal","2007",21500
"total","2161 Ljusdal","2008",22900
"total","2161 Ljusdal","2009",23700
"total","2161 Ljusdal","2010",24300
"total","2161 Ljusdal","2011",24400
"total","2161 Ljusdal","2012",24400
"total","2161 Ljusdal","2013",25200
"total","2161 Ljusdal","2014",25900
"total","2161 Ljusdal","2015",26500
"total","2161 Ljusdal","2016",27300
"total","2161 Ljusdal","2017",28100
"total","2161 Ljusdal","2018",28800
"total","2161 Ljusdal","2019",29500
"total","2161 Ljusdal","2020",30500
"total","2180 Gävle","2007",22100
"total","2180 Gävle","2008",24200
"total","2180 Gävle","2009",24400
"total","2180 Gävle","2010",24900
"total","2180 Gävle","2011",25500
"total","2180 Gävle","2012",26300
"total","2180 Gävle","2013",26900
"total","2180 Gävle","2014",27700
"total","2180 Gävle","2015",28600
"total","2180 Gävle","2016",29800
"total","2180 Gävle","2017",30500
"total","2180 Gävle","2018",31100
"total","2180 Gävle","2019",31800
"total","2180 Gävle","2020",32400
"total","2181 Sandviken","2007",21300
"total","2181 Sandviken","2008",23000
"total","2181 Sandviken","2009",24100
"total","2181 Sandviken","2010",24500
"total","2181 Sandviken","2011",25300
"total","2181 Sandviken","2012",25400
"total","2181 Sandviken","2013",26300
"total","2181 Sandviken","2014",26900
"total","2181 Sandviken","2015",27300
"total","2181 Sandviken","2016",28200
"total","2181 Sandviken","2017",29000
"total","2181 Sandviken","2018",29800
"total","2181 Sandviken","2019",30400
"total","2181 Sandviken","2020",31300
"total","2182 Söderhamn","2007",20400
"total","2182 Söderhamn","2008",21700
"total","2182 Söderhamn","2009",22300
"total","2182 Söderhamn","2010",22800
"total","2182 Söderhamn","2011",23000
"total","2182 Söderhamn","2012",23800
"total","2182 Söderhamn","2013",24700
"total","2182 Söderhamn","2014",25300
"total","2182 Söderhamn","2015",25500
"total","2182 Söderhamn","2016",26100
"total","2182 Söderhamn","2017",28100
"total","2182 Söderhamn","2018",28700
"total","2182 Söderhamn","2019",29500
"total","2182 Söderhamn","2020",30300
"total","2183 Bollnäs","2007",21500
"total","2183 Bollnäs","2008",22600
"total","2183 Bollnäs","2009",23500
"total","2183 Bollnäs","2010",24100
"total","2183 Bollnäs","2011",24500
"total","2183 Bollnäs","2012",25000
"total","2183 Bollnäs","2013",25800
"total","2183 Bollnäs","2014",26700
"total","2183 Bollnäs","2015",26800
"total","2183 Bollnäs","2016",27500
"total","2183 Bollnäs","2017",28200
"total","2183 Bollnäs","2018",28900
"total","2183 Bollnäs","2019",29600
"total","2183 Bollnäs","2020",30300
"total","2184 Hudiksvall","2007",20800
"total","2184 Hudiksvall","2008",22300
"total","2184 Hudiksvall","2009",23200
"total","2184 Hudiksvall","2010",23600
"total","2184 Hudiksvall","2011",23900
"total","2184 Hudiksvall","2012",24400
"total","2184 Hudiksvall","2013",25200
"total","2184 Hudiksvall","2014",25900
"total","2184 Hudiksvall","2015",26700
"total","2184 Hudiksvall","2016",27600
"total","2184 Hudiksvall","2017",28500
"total","2184 Hudiksvall","2018",29100
"total","2184 Hudiksvall","2019",29800
"total","2184 Hudiksvall","2020",30400
"total","2260 Ånge","2007",21200
"total","2260 Ånge","2008",22700
"total","2260 Ånge","2009",23600
"total","2260 Ånge","2010",24300
"total","2260 Ånge","2011",24800
"total","2260 Ånge","2012",25200
"total","2260 Ånge","2013",26400
"total","2260 Ånge","2014",26900
"total","2260 Ånge","2015",27600
"total","2260 Ånge","2016",28100
"total","2260 Ånge","2017",28800
"total","2260 Ånge","2018",29600
"total","2260 Ånge","2019",30500
"total","2260 Ånge","2020",31700
"total","2262 Timrå","2007",20900
"total","2262 Timrå","2008",22100
"total","2262 Timrå","2009",23200
"total","2262 Timrå","2010",23700
"total","2262 Timrå","2011",24100
"total","2262 Timrå","2012",24600
"total","2262 Timrå","2013",25100
"total","2262 Timrå","2014",25900
"total","2262 Timrå","2015",26900
"total","2262 Timrå","2016",27900
"total","2262 Timrå","2017",28300
"total","2262 Timrå","2018",29100
"total","2262 Timrå","2019",30100
"total","2262 Timrå","2020",30700
"total","2280 Härnösand","2007",21600
"total","2280 Härnösand","2008",22900
"total","2280 Härnösand","2009",23900
"total","2280 Härnösand","2010",24200
"total","2280 Härnösand","2011",24700
"total","2280 Härnösand","2012",25000
"total","2280 Härnösand","2013",25800
"total","2280 Härnösand","2014",26600
"total","2280 Härnösand","2015",27300
"total","2280 Härnösand","2016",27900
"total","2280 Härnösand","2017",28700
"total","2280 Härnösand","2018",29700
"total","2280 Härnösand","2019",30400
"total","2280 Härnösand","2020",31100
"total","2281 Sundsvall","2007",21700
"total","2281 Sundsvall","2008",23200
"total","2281 Sundsvall","2009",23800
"total","2281 Sundsvall","2010",24200
"total","2281 Sundsvall","2011",24600
"total","2281 Sundsvall","2012",25100
"total","2281 Sundsvall","2013",26000
"total","2281 Sundsvall","2014",26600
"total","2281 Sundsvall","2015",27400
"total","2281 Sundsvall","2016",28200
"total","2281 Sundsvall","2017",28800
"total","2281 Sundsvall","2018",29500
"total","2281 Sundsvall","2019",30000
"total","2281 Sundsvall","2020",30700
"total","2282 Kramfors","2007",21200
"total","2282 Kramfors","2008",22600
"total","2282 Kramfors","2009",23400
"total","2282 Kramfors","2010",24100
"total","2282 Kramfors","2011",24700
"total","2282 Kramfors","2012",25100
"total","2282 Kramfors","2013",25700
"total","2282 Kramfors","2014",26500
"total","2282 Kramfors","2015",27200
"total","2282 Kramfors","2016",28200
"total","2282 Kramfors","2017",28700
"total","2282 Kramfors","2018",29400
"total","2282 Kramfors","2019",29800
"total","2282 Kramfors","2020",30600
"total","2283 Sollefteå","2007",21000
"total","2283 Sollefteå","2008",22100
"total","2283 Sollefteå","2009",23000
"total","2283 Sollefteå","2010",23400
"total","2283 Sollefteå","2011",24100
"total","2283 Sollefteå","2012",24700
"total","2283 Sollefteå","2013",25400
"total","2283 Sollefteå","2014",25800
"total","2283 Sollefteå","2015",26500
"total","2283 Sollefteå","2016",27200
"total","2283 Sollefteå","2017",28000
"total","2283 Sollefteå","2018",28700
"total","2283 Sollefteå","2019",29300
"total","2283 Sollefteå","2020",29700
"total","2284 Örnsköldsvik","2007",21400
"total","2284 Örnsköldsvik","2008",22700
"total","2284 Örnsköldsvik","2009",23500
"total","2284 Örnsköldsvik","2010",24000
"total","2284 Örnsköldsvik","2011",24400
"total","2284 Örnsköldsvik","2012",24900
"total","2284 Örnsköldsvik","2013",25700
"total","2284 Örnsköldsvik","2014",26500
"total","2284 Örnsköldsvik","2015",27200
"total","2284 Örnsköldsvik","2016",28100
"total","2284 Örnsköldsvik","2017",28900
"total","2284 Örnsköldsvik","2018",29400
"total","2284 Örnsköldsvik","2019",30200
"total","2284 Örnsköldsvik","2020",31000
"total","2303 Ragunda","2007",20900
"total","2303 Ragunda","2008",22400
"total","2303 Ragunda","2009",23300
"total","2303 Ragunda","2010",23500
"total","2303 Ragunda","2011",24200
"total","2303 Ragunda","2012",24800
"total","2303 Ragunda","2013",25100
"total","2303 Ragunda","2014",25700
"total","2303 Ragunda","2015",26600
"total","2303 Ragunda","2016",27100
"total","2303 Ragunda","2017",27800
"total","2303 Ragunda","2018",28800
"total","2303 Ragunda","2019",29400
"total","2303 Ragunda","2020",29500
"total","2305 Bräcke","2007",21400
"total","2305 Bräcke","2008",23100
"total","2305 Bräcke","2009",22500
"total","2305 Bräcke","2010",24300
"total","2305 Bräcke","2011",24700
"total","2305 Bräcke","2012",25200
"total","2305 Bräcke","2013",25900
"total","2305 Bräcke","2014",26500
"total","2305 Bräcke","2015",27100
"total","2305 Bräcke","2016",28100
"total","2305 Bräcke","2017",28500
"total","2305 Bräcke","2018",29600
"total","2305 Bräcke","2019",30300
"total","2305 Bräcke","2020",31000
"total","2309 Krokom","2007",21000
"total","2309 Krokom","2008",22500
"total","2309 Krokom","2009",23600
"total","2309 Krokom","2010",23900
"total","2309 Krokom","2011",24100
"total","2309 Krokom","2012",24400
"total","2309 Krokom","2013",25300
"total","2309 Krokom","2014",26200
"total","2309 Krokom","2015",26900
"total","2309 Krokom","2016",27800
"total","2309 Krokom","2017",28800
"total","2309 Krokom","2018",29600
"total","2309 Krokom","2019",30300
"total","2309 Krokom","2020",31200
"total","2313 Strömsund","2007",21700
"total","2313 Strömsund","2008",23300
"total","2313 Strömsund","2009",23800
"total","2313 Strömsund","2010",24200
"total","2313 Strömsund","2011",24600
"total","2313 Strömsund","2012",24800
"total","2313 Strömsund","2013",25500
"total","2313 Strömsund","2014",26300
"total","2313 Strömsund","2015",27000
"total","2313 Strömsund","2016",27500
"total","2313 Strömsund","2017",28200
"total","2313 Strömsund","2018",28700
"total","2313 Strömsund","2019",29700
"total","2313 Strömsund","2020",30500
"total","2321 Åre","2007",22200
"total","2321 Åre","2008",23400
"total","2321 Åre","2009",23500
"total","2321 Åre","2010",24900
"total","2321 Åre","2011",25400
"total","2321 Åre","2012",25800
"total","2321 Åre","2013",26800
"total","2321 Åre","2014",27300
"total","2321 Åre","2015",28000
"total","2321 Åre","2016",28900
"total","2321 Åre","2017",29600
"total","2321 Åre","2018",30300
"total","2321 Åre","2019",30700
"total","2321 Åre","2020",31600
"total","2326 Berg","2007",21500
"total","2326 Berg","2008",21900
"total","2326 Berg","2009",24000
"total","2326 Berg","2010",24200
"total","2326 Berg","2011",24900
"total","2326 Berg","2012",25400
"total","2326 Berg","2013",26300
"total","2326 Berg","2014",27000
"total","2326 Berg","2015",27700
"total","2326 Berg","2016",28600
"total","2326 Berg","2017",29400
"total","2326 Berg","2018",29900
"total","2326 Berg","2019",31000
"total","2326 Berg","2020",31300
"total","2361 Härjedalen","2007",21100
"total","2361 Härjedalen","2008",22700
"total","2361 Härjedalen","2009",23700
"total","2361 Härjedalen","2010",23800
"total","2361 Härjedalen","2011",24600
"total","2361 Härjedalen","2012",25300
"total","2361 Härjedalen","2013",26000
"total","2361 Härjedalen","2014",26600
"total","2361 Härjedalen","2015",27300
"total","2361 Härjedalen","2016",28400
"total","2361 Härjedalen","2017",29100
"total","2361 Härjedalen","2018",29900
"total","2361 Härjedalen","2019",30400
"total","2361 Härjedalen","2020",31300
"total","2380 Östersund","2007",21200
"total","2380 Östersund","2008",22700
